,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2016-11-06,1.18,-5.26,6.31,0.23288492274825692,0.51,-0.6699999999999999,True
2016-11-27,2.2,-4.92,7.56,0.48465043823060217,10.25,8.05,False
2016-12-18,2.45,-2.96,7.38,0.6639477003867595,3.55,1.0999999999999996,True
2017-01-08,2.72,-1.34,7.68,0.7344976826740655,-1.34,-4.0600000000000005,True
2017-01-29,2.72,-1.99,6.89,0.7031390611278364,-1.99,-4.71,True
2017-02-19,1.66,-2.25,8.89,0.36163828705122975,0.07,-1.5899999999999999,True
2017-03-12,1.35,-0.84,3.5,0.6934280285763784,0.61,-0.7400000000000001,True
2017-04-02,1.11,-1.36,3.67,0.4810675974754009,0.86,-0.2500000000000001,True
2017-04-23,1.22,-1.25,3.58,0.5539009462421124,-1.25,-2.4699999999999998,True
2017-05-14,0.9,-1.11,3.1,0.43689354785391643,2.03,1.13,True
2017-06-04,0.93,-0.87,3.12,0.4279828772477233,-0.29,-1.22,True
2017-06-25,0.7,-1.63,3.21,0.24976227387989222,-2.27,-2.9699999999999998,False
2017-07-16,,,,,,,False
2017-08-06,0.56,-1.77,3.49,0.12529134589790292,1.05,0.49,True
2017-08-27,,,,,,,False
2017-09-17,1.07,-2.46,5.39,0.2984707316774239,0.86,-0.21000000000000008,True
2017-10-08,1.0,-0.95,2.73,0.5364576834873964,1.65,0.6499999999999999,True
2017-10-29,0.56,-1.63,2.69,0.1421088453290149,1.26,0.7,True
2017-11-19,0.91,-1.29,3.71,0.37485578079731413,-1.33,-2.24,False
2017-12-10,1.07,-3.67,5.21,0.2511442940683359,-0.54,-1.61,True
2017-12-31,1.28,-2.39,4.33,0.4730702336865319,-2.39,-3.67,True
2018-01-21,0.99,-2.97,5.21,0.2517286140193023,2.87,1.8800000000000001,True
2018-02-11,0.59,-2.26,4.08,0.10344161674173288,-8.59,-9.18,False
2018-03-04,,,,,,,False
2018-03-25,,,,,,,False
2018-04-15,,,,,,,False
2018-05-06,,,,,,,False
2018-05-27,1.25,-2.39,6.96,0.3163005971210677,3.99,2.74,True
2018-06-17,1.98,-0.71,5.0,0.8707294574832948,-0.28,-2.26,True
2018-07-08,2.21,-1.08,6.43,0.7582612481168161,1.76,-0.44999999999999996,True
2018-07-29,2.08,-0.25,5.18,1.0641541174602653,0.12,-1.96,True
2018-08-19,1.69,-0.05,3.52,1.1285093502594916,3.05,1.3599999999999999,True
2018-09-09,1.52,-0.59,4.19,0.7943364408089877,-0.59,-2.11,True
2018-09-30,1.15,-0.6,4.2,0.5673059591636471,0.82,-0.32999999999999996,True
2018-10-21,0.86,-2.36,4.2,0.2848601045683803,-2.92,-3.78,False
2018-11-11,,,,,,,False
2018-12-02,,,,,,,False
2018-12-23,,,,,,,False
2019-01-13,0.69,-1.94,3.37,0.18031775449322962,1.23,0.54,True
2019-02-03,0.5,-1.09,2.15,0.13572066187636322,1.02,0.52,True
2019-02-24,0.65,-1.39,2.64,0.2433647977161927,2.47,1.8200000000000003,True
2019-03-17,1.06,-4.39,4.55,0.2574131978629148,-0.24,-1.3,True
2019-04-07,2.1,-1.42,4.71,0.9432427657164169,4.52,2.4199999999999995,True
2019-04-28,3.51,0.96,6.45,1.8873523714352136,2.19,-1.3199999999999998,True
2019-05-19,2.04,-0.97,5.7,0.9323904016455277,-0.12,-2.16,True
2019-06-09,0.9,-0.82,2.99,0.46310874237812494,-1.29,-2.19,False
2019-06-30,0.88,-1.22,3.06,0.41966006883687246,0.72,-0.16000000000000003,True
2019-07-21,1.05,-1.36,4.07,0.3811330597543035,0.84,-0.21000000000000008,True
2019-08-11,1.38,-0.44,3.9,0.7856056380851271,3.27,1.8900000000000001,True
2019-09-01,2.26,-0.27,4.61,1.1825133550191869,4.04,1.7800000000000002,True
2019-09-22,1.86,0.25,3.34,1.4409044687667878,0.25,-1.61,True
2019-10-13,1.16,-0.5,3.13,0.682361307715476,-2.61,-3.7699999999999996,False
2019-11-03,1.03,-1.92,3.59,0.35053881415939453,-0.85,-1.88,True
2019-11-24,1.34,-0.94,3.34,0.6895547374066026,2.08,0.74,True
2019-12-15,1.69,-0.37,3.66,1.0169736274821195,1.63,-0.06000000000000005,True
2020-01-05,1.56,-0.41,3.63,0.9012414124834747,0.39,-1.17,True
2020-01-26,1.65,-0.9,3.75,0.8366536051025316,2.71,1.06,True
2020-02-16,1.68,-0.04,3.05,1.2786723941970484,2.86,1.18,True
2020-03-08,1.3,-1.37,4.46,0.5383408661990391,-0.92,-2.22,True
2020-03-29,2.18,-3.64,7.14,0.5311336872511009,4.57,2.39,True
2020-04-19,3.58,-0.26,9.71,1.066358001127935,3.22,-0.3599999999999999,True
2020-05-10,3.51,-0.24,7.99,1.2467053973445474,-1.66,-5.17,False
2020-05-31,2.46,-2.25,8.58,0.6279171927379552,-4.31,-6.77,False
2020-06-21,2.04,-8.94,10.04,0.27837210293808606,3.71,1.67,True
2020-07-12,5.15,0.21,11.78,1.3088864518255319,4.87,-0.28000000000000025,True
2020-08-02,2.95,-1.43,7.09,1.0691685480013429,-2.07,-5.02,False
2020-08-23,2.01,-1.2,4.65,0.931672833480612,2.64,0.6300000000000003,True
2020-09-13,2.58,-1.99,6.63,0.8289809437886376,-2.21,-4.79,False
2020-10-04,1.66,-1.91,5.92,0.5657387536929259,2.47,0.8100000000000003,True
2020-10-25,1.44,-1.26,4.76,0.6280963471325643,2.9,1.46,True
2020-11-15,1.44,-0.58,3.33,0.7501136424701289,1.88,0.43999999999999995,True
2020-12-06,1.71,0.57,3.03,1.7121247506585902,2.02,0.31000000000000005,True
