,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2016-09-25,3.74,2.08,5.54,2.1654462548072955,2.78,-0.9600000000000004,True
2016-11-06,2.06,-0.77,6.09,0.6142667891469507,-0.42,-2.48,True
2016-12-18,6.38,4.8,7.42,5.461457833571406,7.42,1.04,True
2017-01-29,3.45,1.25,5.61,1.7858858780613316,0.2,-3.25,False
2017-03-12,3.53,1.66,4.88,2.369654011139039,2.0,-1.5299999999999998,True
2017-04-23,2.64,1.86,3.59,2.3965397143463556,3.06,0.41999999999999993,True
2017-06-04,4.21,2.78,5.92,3.0964658094690414,4.14,-0.07000000000000028,True
2017-07-16,2.41,1.53,3.62,2.1305891715360836,1.55,-0.8600000000000001,True
2017-08-27,2.48,0.68,3.53,1.7324182097115566,1.61,-0.8699999999999999,True
2017-10-08,2.56,0.66,3.76,2.0314877699453433,3.08,0.52,True
2017-11-19,6.34,4.0,8.47,3.6022341919105028,3.48,-2.86,False
2017-12-31,1.82,0.89,2.97,1.324314946618892,1.08,-0.74,True
2018-02-11,3.6,-0.84,5.9,1.3768314990687975,-0.84,-4.44,True
2018-03-25,1.78,0.4,3.05,0.9925830009352903,1.59,-0.18999999999999995,True
2018-05-06,3.12,2.37,3.83,3.647071242046335,3.08,-0.040000000000000036,True
2018-06-17,9.29,7.79,10.87,8.093612227980202,8.26,-1.0299999999999994,True
2018-07-29,3.33,2.38,4.4,4.000287077636404,2.63,-0.7000000000000002,True
2018-09-09,3.73,2.39,5.15,3.0791204165803867,2.67,-1.06,True
2018-10-21,1.51,-1.9,3.87,0.46027685966359927,-0.61,-2.12,True
2018-12-02,2.39,1.53,3.33,2.02887588450411,1.98,-0.41000000000000014,True
2019-01-13,2.73,1.67,4.25,1.9069376398677627,1.59,-1.14,False
2019-02-24,3.25,2.44,3.88,4.373376410902383,3.5,0.25,True
2019-04-07,3.9,3.25,4.63,5.4168906440974505,3.34,-0.56,True
2019-05-19,2.76,1.02,4.14,2.074301073849068,2.42,-0.33999999999999986,True
