,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2017-11-30,6.34,3.09,9.95,2.0122778565815005,3.81,-2.53,True
2018-03-31,5.85,1.92,9.78,1.5624890023130076,-0.5,-6.35,False
2018-07-31,5.27,0.81,10.15,1.1962225374139452,9.47,4.200000000000001,True
2018-11-30,7.41,-4.62,18.64,0.7585397902228938,-1.01,-8.42,True
2019-03-31,5.9,-11.02,15.96,0.5668811907524307,7.23,1.33,True
2019-07-31,5.38,0.91,9.65,1.2528554740795934,4.74,-0.6399999999999997,True
2019-11-30,6.04,1.96,10.99,1.5150136448547766,3.7,-2.34,True
2020-03-31,8.28,3.53,13.84,2.105202582632953,8.58,0.3000000000000007,True
2020-07-31,9.4,3.65,15.87,1.8090838885892733,10.23,0.8300000000000001,True
2020-11-30,14.56,5.06,23.71,1.646263376338629,16.82,2.26,True
2021-03-31,13.05,8.22,18.8,2.3583877156630857,10.48,-2.5700000000000003,True
2021-07-31,10.77,8.31,13.11,4.659208357177527,10.34,-0.4299999999999997,True
2021-11-30,9.79,7.54,11.83,5.986474191083426,5.86,-3.929999999999999,False
2022-03-31,9.42,6.18,12.34,3.691047475139324,9.63,0.21000000000000085,True
2022-07-31,8.06,4.42,11.5,2.7671038287496277,7.22,-0.8400000000000007,True
2022-11-30,8.81,4.26,12.21,2.6527525814548922,8.72,-0.08999999999999986,True
2023-03-31,7.51,4.34,10.83,2.5459744273721383,5.34,-2.17,True
2023-07-31,5.9,1.66,9.7,1.5578736839685252,5.46,-0.4400000000000004,True
2023-11-30,6.58,0.44,12.06,1.3038532937157894,0.33,-6.25,False
2024-03-31,10.82,2.94,18.72,1.7645414641128507,16.92,6.100000000000001,True
2024-07-31,9.1,2.39,16.05,1.7208029103397822,6.27,-2.83,True
