,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2016-09-25,1.57,-2.69,5.72,0.4391627113950924,-3.34,-4.91,False
2016-10-16,1.61,-2.3,4.7,0.49876048410612345,-2.3,-3.91,True
2016-11-06,0.81,-2.71,3.33,0.2159513982509039,-1.76,-2.5700000000000003,True
2016-11-27,3.25,-0.34,9.2,0.8456365778379265,13.57,10.32,False
2016-12-18,2.85,1.3,4.41,2.1515840416133245,3.38,0.5299999999999998,True
2017-01-08,2.02,-0.28,4.29,1.1677603374689505,-0.67,-2.69,False
2017-01-29,1.25,-0.31,2.69,0.7922728543850986,0.48,-0.77,True
2017-02-19,0.87,-1.29,3.64,0.2988818092627532,1.96,1.0899999999999999,True
2017-03-12,1.36,-0.54,3.6,0.7073974099569509,0.06,-1.3,True
2017-04-02,1.71,-0.07,3.3,0.9623847618409467,1.9,0.18999999999999995,True
2017-04-23,1.09,0.42,2.22,1.1065046281150155,1.06,-0.030000000000000027,True
2017-05-14,1.1,0.14,2.3,0.9704868895805122,0.94,-0.16000000000000014,True
2017-06-04,1.0,-0.92,3.04,0.5197875497609479,0.59,-0.41000000000000003,True
2017-06-25,0.95,-0.78,2.9,0.5716969810031513,-1.46,-2.41,False
2017-07-16,1.18,-4.14,5.66,0.2505148557463259,0.73,-0.44999999999999996,True
2017-08-06,1.32,-1.5,4.65,0.4997464903824264,-2.54,-3.8600000000000003,False
2017-08-27,1.09,-0.09,2.72,0.7679002375099707,1.25,0.15999999999999992,True
2017-09-17,0.65,-0.73,2.09,0.29186265479457263,0.71,0.05999999999999994,True
2017-10-08,1.28,-0.22,2.91,0.6701299011534202,2.3,1.0199999999999998,True
2017-10-29,1.25,-0.41,2.66,0.8107747772499134,2.48,1.23,True
2017-11-19,2.86,0.92,4.92,1.8764798531516707,-0.43,-3.29,False
2017-12-10,1.8,-2.25,5.32,0.5466352941036449,-0.54,-2.34,True
2017-12-31,0.69,-1.4,2.64,0.25216963163267153,-1.4,-2.09,True
2018-01-21,0.56,-1.6,2.9,0.145113182533711,2.39,1.83,True
2018-02-11,0.7,-2.89,4.13,0.12646198204281656,-8.59,-9.29,False
2018-03-04,1.6,-1.62,3.71,0.702644109601478,1.72,0.11999999999999988,True
