,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt,Freq,LenTrain,StartTest
0,4.28,1.06,7.97,1.3675197466754268,1.5,-2.78,True,1M,1,2016-09-30
1,3.23,0.88,4.75,1.951575372276681,0.85,-2.38,False,1M,1,2016-10-31
2,3.82,1.85,5.32,2.4499357531088357,4.6,0.7799999999999998,True,1M,1,2016-11-30
3,6.51,5.49,7.58,6.317600216339021,4.61,-1.8999999999999997,False,1M,1,2016-12-31
4,0.91,-0.2,2.08,0.4011990359149573,-0.61,-1.52,False,1M,1,2017-01-31
5,2.73,1.28,4.87,2.1617108200294304,3.12,0.3900000000000001,True,1M,1,2017-02-28
6,3.36,2.57,4.26,3.612318262976338,1.19,-2.17,False,1M,1,2017-03-31
7,1.39,0.24,1.97,1.2153522418396705,1.71,0.32,True,1M,1,2017-04-30
8,2.0,1.21,2.93,2.11344964937193,1.64,-0.3600000000000001,True,1M,1,2017-05-31
9,2.53,1.36,4.05,1.464520760727209,2.18,-0.3499999999999996,True,1M,1,2017-06-30
10,2.0,1.38,2.89,1.8601399986156384,0.43,-1.57,False,1M,1,2017-07-31
11,1.76,1.14,2.7,1.7725662879823143,0.64,-1.12,False,1M,1,2017-08-31
12,2.4,1.17,3.55,1.869671838307688,2.56,0.1600000000000001,True,1M,1,2017-09-30
13,4.2,3.42,5.03,5.039768198707442,4.46,0.2599999999999998,True,1M,1,2017-10-31
14,2.72,0.87,3.9,1.7702191842560238,0.08,-2.64,False,1M,1,2017-11-30
15,2.13,0.46,3.36,1.5190337013615152,0.46,-1.67,True,1M,1,2017-12-31
16,3.93,2.33,5.53,3.03586870366178,4.06,0.1299999999999994,True,1M,1,2018-01-31
17,1.14,-0.03,1.91,0.6535220032826683,-0.22,-1.36,False,1M,1,2018-02-28
18,2.2,1.19,3.41,1.717768055116036,1.19,-1.0100000000000002,True,1M,1,2018-03-31
19,2.15,1.36,3.45,1.8591491526692685,3.59,1.44,False,1M,1,2018-04-30
20,6.86,5.92,7.72,8.56484974684741,5.12,-1.7400000000000002,False,1M,1,2018-05-31
21,3.43,2.42,4.21,4.195086831819886,2.77,-0.6600000000000001,True,1M,1,2018-06-30
22,2.51,1.64,3.32,2.8120610886413315,1.91,-0.5999999999999999,True,1M,1,2018-07-31
23,3.48,2.08,4.47,2.8872955732291263,3.77,0.29,True,1M,1,2018-08-31
24,0.94,0.05,1.87,0.6387607818144988,0.66,-0.2799999999999999,True,1M,1,2018-09-30
25,4.75,3.86,5.73,5.2401027882200175,4.24,-0.5099999999999998,True,1M,1,2018-10-31
26,2.94,2.31,3.77,3.4716688403967484,2.79,-0.1499999999999999,True,1M,1,2018-11-30
27,1.85,1.31,2.45,1.9032464165777256,1.55,-0.3,True,1M,1,2018-12-31
28,3.27,2.69,3.91,4.838844636968884,3.64,0.3700000000000001,True,1M,1,2019-01-31
29,4.27,3.87,4.65,10.67158338829448,3.64,-0.6299999999999994,False,1M,1,2019-02-28
30,1.38,0.61,2.38,1.6400103064125744,1.51,0.1300000000000001,True,1M,1,2019-03-31
31,3.4,2.97,4.06,5.556586387664662,2.14,-1.2599999999999998,False,1M,1,2019-04-30
32,1.19,0.17,2.25,0.6346982962744053,1.9,0.71,True,1M,1,2019-05-31
33,3.38,2.5,4.12,4.423855973255511,2.25,-1.13,False,1M,1,2019-06-30
34,3.67,3.17,4.23,6.832712846057288,3.61,-0.06,True,1M,1,2019-07-31
35,4.29,2.9,5.23,4.580441764693706,4.83,0.54,True,1M,1,2019-08-31
36,3.91,3.06,4.57,5.163811162921978,3.0,-0.91,False,1M,1,2019-09-30
37,1.59,0.91,2.2,1.6080204749666458,0.53,-1.06,False,1M,1,2019-10-31
38,6.35,5.11,7.82,3.4109828146876207,7.59,1.2400000000000002,True,1M,1,2019-11-30
39,3.13,1.93,4.23,2.5555970452413685,1.93,-1.2,True,1M,1,2019-12-31
40,3.12,2.79,3.65,6.238119004757533,2.87,-0.25,True,1M,1,2020-01-31
41,4.15,3.34,4.98,5.25773426435483,3.39,-0.7600000000000002,True,1M,1,2020-02-29
42,5.34,3.77,7.42,4.1341289562393255,5.42,0.08,True,1M,1,2020-03-31
43,5.6,4.84,6.39,5.579950095193389,2.93,-2.6699999999999995,False,1M,1,2020-04-30
44,6.9,5.07,8.12,5.179554313362081,4.92,-1.9800000000000004,False,1M,1,2020-05-31
45,5.11,3.59,5.99,3.831422971996053,4.72,-0.3900000000000005,True,1M,1,2020-06-30
46,4.47,3.44,5.68,4.3303291580926135,3.22,-1.2499999999999996,False,1M,1,2020-07-31
47,2.35,1.4,3.37,2.2189932544694217,3.37,1.02,True,1M,1,2020-08-31
48,3.16,2.39,3.87,4.072755674006223,3.31,0.1499999999999999,True,1M,1,2020-09-30
49,4.45,3.25,5.21,5.184314820752265,3.17,-1.2800000000000002,False,1M,1,2020-10-31
50,4.34,3.52,4.77,7.024042884012533,3.35,-0.9899999999999998,False,1M,1,2020-11-30
51,4.31,3.81,4.95,8.585076396257934,4.63,0.3200000000000003,True,1M,1,2020-12-31
52,6.58,5.46,8.33,5.41136113311925,3.71,-2.87,False,1M,1,2021-01-31
53,4.61,4.08,4.97,8.55191541782356,3.98,-0.6300000000000003,False,1M,1,2021-02-28
54,5.83,5.48,6.25,14.294884920088904,4.93,-0.9000000000000004,False,1M,1,2021-03-31
55,3.53,2.31,4.48,3.252205108884205,2.31,-1.2199999999999998,True,1M,1,2021-04-30
56,2.84,1.27,3.79,2.190351548745679,1.07,-1.7699999999999998,False,1M,1,2021-05-31
57,4.17,2.42,6.02,2.6463659532693886,2.49,-1.6799999999999995,True,1M,1,2021-06-30
58,3.88,3.23,4.44,8.25168567009607,3.12,-0.7599999999999998,False,1M,1,2021-07-31
59,3.91,3.27,4.6,6.27129430018528,3.62,-0.29,True,1M,1,2021-08-31
60,4.06,3.3,4.72,5.1455002905668366,3.18,-0.8799999999999994,False,1M,1,2021-09-30
61,5.38,4.34,6.44,5.515002543855061,4.46,-0.92,True,1M,1,2021-10-31
62,6.05,4.85,7.48,5.415593676926871,3.84,-2.21,False,1M,1,2021-11-30
63,2.96,1.24,4.49,1.874104483185441,3.83,0.8700000000000001,True,1M,1,2021-12-31
64,4.23,3.25,5.33,3.643429994273596,4.61,0.3799999999999999,True,1M,1,2022-01-31
65,6.95,5.36,8.66,5.955047451092653,6.45,-0.5,True,1M,1,2022-02-28
66,9.7,6.96,12.29,3.910534131174806,6.99,-2.709999999999999,True,1M,1,2022-03-31
67,4.16,2.99,5.55,2.933724356477035,3.69,-0.4700000000000002,True,1M,1,2022-04-30
68,3.27,1.11,6.8,1.3684199379023343,0.98,-2.29,False,1M,1,2022-05-31
69,3.98,1.74,5.89,1.888236187833702,2.95,-1.0299999999999998,True,1M,1,2022-06-30
70,5.71,4.11,7.13,4.457715737038035,5.19,-0.5199999999999996,True,1M,1,2022-07-31
71,7.84,4.21,11.1,2.793719775800393,2.03,-5.8100000000000005,False,1M,1,2022-08-31
72,9.37,7.99,10.63,6.14653583204516,9.04,-0.33,True,1M,1,2022-09-30
73,3.11,2.44,4.07,2.5571433819439897,2.92,-0.1899999999999999,True,1M,1,2022-10-31
74,4.61,3.88,5.6,5.046184490706701,3.88,-0.7300000000000004,True,1M,1,2022-11-30
75,3.73,2.64,4.94,2.7639359580388465,3.13,-0.6000000000000001,True,1M,1,2022-12-31
76,3.88,3.36,4.42,5.128070805576678,3.73,-0.1499999999999999,True,1M,1,2023-01-31
77,6.19,5.17,7.37,7.134243136129149,4.66,-1.5300000000000002,False,1M,1,2023-02-28
78,0.86,-3.45,4.2,0.1198624983901214,4.57,3.71,False,1M,1,2023-03-31
79,3.21,1.69,4.45,2.67014098978375,1.6,-1.61,False,1M,1,2023-04-30
80,2.38,-0.86,5.31,0.8651541417419939,1.62,-0.7599999999999998,True,1M,1,2023-05-31
81,6.16,3.99,8.5,3.434903240316334,6.58,0.4199999999999999,True,1M,1,2023-06-30
82,2.23,1.41,3.03,2.6520813495729985,2.05,-0.1800000000000001,True,1M,1,2023-07-31
83,2.77,1.65,4.17,2.6986834264695045,1.46,-1.31,False,1M,1,2023-08-31
84,0.83,0.52,1.1,1.429559553836853,0.88,0.05,True,1M,1,2023-09-30
85,1.01,-1.21,6.85,0.1669685917810596,-0.56,-1.57,True,1M,1,2023-10-31
86,3.37,0.53,5.69,1.3395104420292687,5.28,1.91,True,1M,1,2023-11-30
87,5.47,4.47,6.22,8.367479386226723,6.22,0.75,True,1M,1,2023-12-31
88,4.42,3.77,5.23,7.492716813181846,3.28,-1.14,False,1M,1,2024-01-31
89,5.08,4.02,5.95,5.309381470840406,4.33,-0.75,True,1M,1,2024-02-29
90,4.71,4.05,5.63,8.675678293085104,4.22,-0.4900000000000002,True,1M,1,2024-03-31
91,4.84,4.23,5.34,8.908408501148905,4.78,-0.0599999999999996,True,1M,1,2024-04-30
92,2.89,1.63,4.12,2.4194553920958395,1.95,-0.9400000000000002,True,1M,1,2024-05-31
93,3.35,2.71,3.94,5.31823731939568,3.17,-0.1800000000000001,True,1M,1,2024-06-30
94,1.56,0.74,2.42,1.3953494581699937,2.82,1.2599999999999998,False,1M,1,2024-07-31
95,2.99,2.12,3.63,3.957524177928857,1.59,-1.4,False,1M,1,2024-08-31
96,3.57,2.74,4.72,3.620968615993396,3.58,0.0100000000000002,True,1M,1,2024-09-30
97,5.44,4.76,6.05,8.349300549004916,3.85,-1.5900000000000003,False,1M,1,2024-10-31
98,4.3,3.3,5.29,4.44428420173374,3.39,-0.9099999999999996,True,1M,1,2024-11-30
99,3.75,2.08,5.51,3.5020502910785383,3.2,-0.5499999999999998,True,1M,1,2024-12-31
100,3.13,2.87,3.5,5.589751582611587,2.87,-0.2599999999999998,True,1M,1,2025-01-31
101,1.46,-0.58,3.47,0.6519679401155917,-0.58,-2.04,True,1M,2,2016-10-31
102,3.07,-0.14,6.76,1.0931262446347834,8.05,4.98,False,1M,2,2016-11-30
103,5.55,1.33,9.36,2.0386925410867183,2.84,-2.71,True,1M,2,2016-12-31
104,2.43,-0.47,5.12,0.9374566698624506,-1.49,-3.92,False,1M,2,2017-01-31
105,1.28,-0.4,3.1,0.5907499291977731,1.78,0.5,True,1M,2,2017-02-28
106,2.56,0.59,4.67,1.2460579348737235,0.54,-2.02,False,1M,2,2017-03-31
107,1.51,0.57,2.38,1.3015796995016078,1.51,0.0,True,1M,2,2017-04-30
108,1.74,0.14,3.04,1.0390270233616803,0.76,-0.98,True,1M,2,2017-05-31
109,1.47,-0.23,3.0,0.7786093578761052,-0.42,-1.89,False,1M,2,2017-06-30
110,2.65,-1.13,6.66,0.8220347598901508,-0.4,-3.05,True,1M,2,2017-07-31
111,1.83,0.22,3.12,1.1798144807140625,2.73,0.8999999999999999,True,1M,2,2017-08-31
112,1.99,0.21,3.43,1.1681706014154094,2.5,0.51,True,1M,2,2017-09-30
113,1.66,-0.25,4.13,0.8620848916435023,1.36,-0.2999999999999998,True,1M,2,2017-10-31
114,3.37,1.21,5.01,2.1426466782553426,0.27,-3.1,False,1M,2,2017-11-30
115,1.27,-0.45,2.62,0.6107365579485702,-0.26,-1.53,True,1M,2,2017-12-31
116,1.59,0.02,2.98,1.0141289698027365,2.4,0.8099999999999998,True,1M,2,2018-01-31
117,2.13,0.16,4.69,1.0395324182655934,-0.7,-2.83,False,1M,2,2018-02-28
118,0.98,-1.49,3.49,0.2702039391231756,0.47,-0.51,True,1M,2,2018-03-31
119,1.4,-1.14,3.78,0.4924687688503772,1.93,0.53,True,1M,2,2018-04-30
120,3.95,1.47,6.56,1.9083958509435708,3.09,-0.8600000000000003,True,1M,2,2018-05-31
121,5.76,3.21,7.51,3.3295434647658597,3.54,-2.22,True,1M,2,2018-06-30
122,2.32,1.07,3.59,2.078093137626523,1.25,-1.0699999999999998,True,1M,2,2018-07-31
123,2.35,0.93,3.46,2.175479835435453,2.32,-0.0300000000000002,True,1M,2,2018-08-31
124,1.92,-0.24,3.49,1.089209874911068,1.32,-0.5999999999999999,True,1M,2,2018-09-30
125,0.68,-2.91,3.75,0.069920437608196,-0.47,-1.15,True,1M,2,2018-10-31
126,1.68,0.04,2.92,1.0483917213547176,1.72,0.04,True,1M,2,2018-11-30
127,1.17,0.36,1.69,1.196539871656344,0.7,-0.47,True,1M,2,2018-12-31
128,1.39,0.46,2.81,0.8223906352116893,1.97,0.5800000000000001,True,1M,2,2019-01-31
129,2.8,1.91,3.88,2.615372519084521,-0.04,-2.84,False,1M,2,2019-02-28
130,3.1,2.24,4.08,4.014055384903868,3.9,0.7999999999999998,True,1M,2,2019-03-31
131,1.66,0.85,2.61,1.8215611034613024,1.44,-0.2199999999999999,True,1M,2,2019-04-30
132,1.15,-0.05,3.03,0.6389910618261446,-0.85,-2.0,False,1M,2,2019-05-31
133,1.87,-0.67,3.36,0.9838153259976063,1.8,-0.07,True,1M,2,2019-06-30
134,2.17,1.06,3.25,2.4107214487543445,2.7,0.5300000000000002,True,1M,2,2019-07-31
135,3.61,2.29,4.61,4.060688245917721,4.41,0.8000000000000003,True,1M,2,2019-08-31
136,2.49,1.29,3.74,2.124370966665746,0.09,-2.4000000000000004,False,1M,2,2019-09-30
137,3.09,0.39,4.99,1.7500887360831252,-0.19,-3.28,False,1M,2,2019-10-31
138,2.72,0.9,4.66,1.72740905910262,2.26,-0.4600000000000004,True,1M,2,2019-11-30
139,3.01,1.11,5.11,1.736349282643113,1.3,-1.7099999999999995,True,1M,2,2019-12-31
140,2.36,1.14,3.24,2.2229850864589094,1.08,-1.2799999999999998,False,1M,2,2020-01-31
141,3.03,1.94,4.58,2.2946539358684865,-1.04,-4.07,False,1M,2,2020-02-29
142,4.67,2.69,6.75,3.214213766751939,4.92,0.25,True,1M,2,2020-03-31
143,4.93,2.54,7.56,2.649687189085884,1.43,-3.5,False,1M,2,2020-04-30
144,7.81,0.07,16.15,1.5422278023447926,0.07,-7.739999999999999,True,1M,2,2020-05-31
145,5.39,2.89,7.82,3.132186181956352,4.62,-0.7699999999999996,True,1M,2,2020-06-30
146,4.73,2.28,7.53,2.242838671341429,0.79,-3.94,False,1M,2,2020-07-31
147,2.47,1.38,3.65,2.0659174037555434,3.29,0.8199999999999998,True,1M,2,2020-08-31
148,1.62,-0.01,3.95,0.8620650573351878,2.51,0.8899999999999997,True,1M,2,2020-09-30
149,2.65,1.68,3.79,2.712360961190449,2.02,-0.6299999999999999,True,1M,2,2020-10-31
150,3.81,2.72,4.61,4.766934318057194,2.2,-1.61,False,1M,2,2020-11-30
151,3.4,2.36,4.36,3.623957745639301,4.56,1.1599999999999997,False,1M,2,2020-12-31
152,5.04,3.41,6.87,3.905932092552837,2.55,-2.49,False,1M,2,2021-01-31
153,5.47,3.33,7.06,4.975625571548841,4.07,-1.3999999999999997,True,1M,2,2021-02-28
154,4.47,3.47,5.32,6.028400585566226,3.47,-0.9999999999999996,True,1M,2,2021-03-31
155,3.07,1.87,4.64,2.69794943680663,2.5,-0.5699999999999998,True,1M,2,2021-04-30
156,1.94,0.78,3.31,1.1857270574626897,0.21,-1.73,False,1M,2,2021-05-31
157,1.68,0.42,2.94,1.2352122404315329,1.16,-0.52,True,1M,2,2021-06-30
158,2.96,1.06,4.61,2.096053881479356,2.94,-0.02,True,1M,2,2021-07-31
159,3.13,2.32,3.75,4.252263180520822,2.82,-0.31,True,1M,2,2021-08-31
160,2.84,1.87,3.65,3.559255858521174,1.87,-0.9699999999999998,True,1M,2,2021-09-30
161,3.0,1.96,4.07,3.103142420578909,1.96,-1.04,True,1M,2,2021-10-31
162,4.57,2.86,6.53,2.989618556763236,0.65,-3.92,False,1M,2,2021-11-30
163,4.07,1.22,6.72,1.935786752393862,2.93,-1.14,True,1M,2,2021-12-31
164,1.91,-0.11,3.28,1.0296962909749354,1.94,0.03,True,1M,2,2022-01-31
165,3.12,1.92,4.5,2.7950029493215727,4.42,1.2999999999999998,True,1M,2,2022-02-28
166,6.84,3.73,11.0,2.5273324303987885,7.64,0.7999999999999998,True,1M,2,2022-03-31
167,4.95,2.45,7.01,2.676603325281916,3.84,-1.1100000000000003,True,1M,2,2022-04-30
168,3.26,-0.64,7.31,1.0529585658220997,2.11,-1.15,True,1M,2,2022-05-31
169,3.43,0.18,7.2,1.156191138683848,1.91,-1.5200000000000002,True,1M,2,2022-06-30
170,3.92,0.48,7.07,1.4112359064488702,1.47,-2.45,True,1M,2,2022-07-31
171,4.55,1.13,7.18,1.914600227039139,0.51,-4.04,False,1M,2,2022-08-31
172,3.0,0.14,4.67,1.4650499303911495,2.41,-0.5899999999999999,True,1M,2,2022-09-30
173,3.07,1.14,4.77,1.9920656794855751,0.93,-2.14,False,1M,2,2022-10-31
174,2.3,0.98,3.47,1.853581757089758,1.89,-0.4099999999999999,True,1M,2,2022-11-30
175,2.23,1.15,3.6,1.5424723886079474,0.98,-1.25,False,1M,2,2022-12-31
176,2.23,1.34,2.99,2.237907104854064,3.02,0.79,False,1M,2,2023-01-31
177,4.08,2.74,5.49,2.8113406414377806,2.37,-1.71,False,1M,2,2023-02-28
178,3.26,-1.87,8.68,0.6934325119891214,3.96,0.7000000000000002,True,1M,2,2023-03-31
179,0.92,-6.09,7.51,0.0835646994257671,2.4,1.48,True,1M,2,2023-04-30
180,1.77,-0.5,4.41,0.6987879947384037,0.89,-0.88,True,1M,2,2023-05-31
181,3.19,0.17,6.15,1.1963434986951804,5.43,2.24,True,1M,2,2023-06-30
182,3.25,1.67,5.78,2.121976177232756,2.63,-0.6200000000000001,True,1M,2,2023-07-31
183,1.49,0.09,3.02,0.844547302779335,0.45,-1.04,True,1M,2,2023-08-31
184,4.47,1.07,7.56,1.776692850391982,5.67,1.2000000000000002,True,1M,2,2023-09-30
185,3.64,-3.13,9.95,0.6063948289056065,-5.41,-9.05,False,1M,2,2023-10-31
187,2.68,-0.61,5.01,1.1387831336701677,5.01,2.33,True,1M,2,2023-12-31
188,3.1,2.05,4.24,3.222990792784941,1.78,-1.32,False,1M,2,2024-01-31
189,1.2,0.77,1.72,2.202567433432581,0.85,-0.35,True,1M,2,2024-02-29
190,4.2,3.5,5.64,4.248489630849254,3.64,-0.56,True,1M,2,2024-03-31
191,3.21,2.26,3.93,4.613859365022719,3.54,0.33,True,1M,2,2024-04-30
192,2.78,1.29,3.98,2.607483707596309,1.29,-1.4899999999999998,True,1M,2,2024-05-31
193,2.13,0.6,3.54,1.8423924893018349,2.27,0.1400000000000001,True,1M,2,2024-06-30
194,1.56,0.42,2.95,1.142281106630214,2.44,0.8799999999999999,True,1M,2,2024-07-31
195,1.63,-1.38,4.85,0.5461557017279495,1.75,0.1200000000000001,True,1M,2,2024-08-31
196,2.55,1.8,3.52,2.6200765155067103,2.29,-0.2599999999999998,True,1M,2,2024-09-30
197,2.75,1.83,3.78,3.175487111190944,0.92,-1.83,False,1M,2,2024-10-31
198,5.81,3.57,7.58,4.17365816147644,3.57,-2.24,True,1M,2,2024-11-30
199,4.05,1.85,6.18,2.6066222318705137,2.75,-1.2999999999999998,True,1M,2,2024-12-31
200,2.2,0.97,3.26,1.994135211275128,3.29,1.09,False,1M,2,2025-01-31
201,2.69,-1.87,7.63,0.6867541815133069,7.63,4.94,True,1M,3,2016-11-30
202,4.74,-0.89,11.54,1.0470785539345482,1.51,-3.2300000000000004,True,1M,3,2016-12-31
203,3.42,-1.48,9.34,0.8119303440797535,-1.34,-4.76,True,1M,3,2017-01-31
204,2.06,-0.08,4.54,1.016496421898309,1.73,-0.33,True,1M,3,2017-02-28
205,1.73,-1.23,4.55,0.668481553494761,-0.04,-1.77,True,1M,3,2017-03-31
206,2.05,-0.85,4.83,0.7437668877245764,-1.59,-3.64,False,1M,3,2017-04-30
207,1.7,-0.14,3.11,1.0418191879481689,0.25,-1.45,True,1M,3,2017-05-31
208,1.06,-1.29,2.73,0.4048706280269744,-2.35,-3.41,False,1M,3,2017-06-30
209,0.96,-1.79,4.19,0.2394287631801103,-0.67,-1.63,True,1M,3,2017-07-31
210,1.38,-1.88,6.03,0.3065718994148522,0.75,-0.6299999999999999,True,1M,3,2017-08-31
211,1.69,-0.01,3.3,1.0443843017744456,2.29,0.6000000000000001,True,1M,3,2017-09-30
212,1.23,-1.06,3.3,0.464092649020086,0.98,-0.25,True,1M,3,2017-10-31
213,2.27,-2.08,5.28,0.7364561723694149,-2.95,-5.220000000000001,False,1M,3,2017-11-30
214,1.75,-0.49,3.33,0.9014391071653348,-0.49,-2.24,True,1M,3,2017-12-31
215,1.25,-0.38,2.81,0.6523608837657605,2.8,1.5499999999999998,True,1M,3,2018-01-31
217,1.64,-4.15,7.88,0.2709019286236074,-2.63,-4.27,True,1M,3,2018-03-31
219,2.46,0.03,5.17,1.1132419116679468,1.67,-0.79,True,1M,3,2018-05-31
220,4.05,-0.13,9.56,1.0488028931739628,1.09,-2.96,True,1M,3,2018-06-30
221,2.68,0.6,4.86,1.6980130592000375,0.79,-1.89,True,1M,3,2018-07-31
222,2.5,0.84,3.9,1.9987976284842293,2.55,0.0499999999999998,True,1M,3,2018-08-31
223,2.21,-0.35,4.5,1.0962752999643677,2.02,-0.1899999999999999,True,1M,3,2018-09-30
224,1.05,-4.81,4.5,0.1955679960179641,-5.4,-6.45,False,1M,3,2018-10-31
226,0.77,-0.58,3.33,0.1835339692455855,-0.15,-0.92,True,1M,3,2018-12-31
227,0.87,0.07,1.64,0.5561826722980329,1.02,0.15,True,1M,3,2019-01-31
228,1.38,0.28,2.66,0.9194480457630692,-0.35,-1.73,False,1M,3,2019-02-28
229,2.0,0.13,3.43,1.165539727401048,3.17,1.17,True,1M,3,2019-03-31
230,3.26,1.52,4.81,2.655868180297249,1.98,-1.2799999999999998,True,1M,3,2019-04-30
231,1.73,-0.06,4.01,0.8529650921475027,-1.02,-2.75,False,1M,3,2019-05-31
232,1.14,-0.41,2.69,0.5995116514441239,1.9,0.76,True,1M,3,2019-06-30
233,1.85,-0.31,3.59,1.01756436273201,2.81,0.96,True,1M,3,2019-07-31
234,3.63,1.45,6.25,1.901149744272716,5.27,1.6399999999999997,True,1M,3,2019-08-31
235,2.71,1.4,3.86,2.4574492929788727,0.16,-2.55,False,1M,3,2019-09-30
236,1.76,-1.53,4.54,0.6233492767166954,-2.35,-4.11,False,1M,3,2019-10-31
237,3.21,0.71,5.38,1.941056611274386,2.27,-0.94,True,1M,3,2019-11-30
238,1.53,-0.1,3.32,0.8570479625609793,-0.06,-1.59,True,1M,3,2019-12-31
239,2.83,0.89,4.65,1.7531707694766696,1.6,-1.23,True,1M,3,2020-01-31
240,2.56,0.44,4.84,1.2237655769389078,-3.26,-5.82,False,1M,3,2020-02-29
241,3.44,0.36,7.14,1.2738534470015408,6.73,3.2900000000000005,True,1M,3,2020-03-31
242,4.74,2.54,7.67,2.635364115429885,1.73,-3.01,False,1M,3,2020-04-30
243,3.58,-1.42,8.52,0.9094489450284337,-4.08,-7.66,False,1M,3,2020-05-31
244,7.62,1.7,18.78,1.218873709452952,6.0,-1.62,True,1M,3,2020-06-30
245,4.33,1.62,7.34,2.180649433204019,0.22,-4.11,False,1M,3,2020-07-31
246,2.64,1.01,4.65,1.6899859163023576,4.49,1.85,True,1M,3,2020-08-31
247,2.02,0.28,4.42,1.0427489679084672,2.17,0.1499999999999999,True,1M,3,2020-09-30
248,1.98,-0.35,4.08,0.9885376782632584,-0.51,-2.49,False,1M,3,2020-10-31
249,2.84,1.87,4.05,2.859745210988257,2.07,-0.77,True,1M,3,2020-11-30
250,3.51,2.08,4.74,3.3006731313232645,5.5,1.99,False,1M,3,2020-12-31
251,4.23,2.58,6.02,3.006155935518028,0.88,-3.3500000000000005,False,1M,3,2021-01-31
252,5.18,3.22,7.06,3.5848181245227835,3.51,-1.67,True,1M,3,2021-02-28
253,4.62,2.97,5.92,4.277097648702084,3.33,-1.29,True,1M,3,2021-03-31
254,2.72,1.61,3.94,2.3986411878402283,1.83,-0.8900000000000001,True,1M,3,2021-04-30
255,2.59,0.5,4.43,1.333214505501946,-0.12,-2.71,False,1M,3,2021-05-31
256,2.09,0.43,3.95,1.1912036623191298,1.78,-0.3099999999999998,True,1M,3,2021-06-30
257,1.93,0.3,3.55,1.341025022730458,2.74,0.8100000000000003,True,1M,3,2021-07-31
258,2.99,1.09,4.5,2.2525389661045008,3.76,0.7699999999999996,True,1M,3,2021-08-31
259,2.78,1.72,3.63,3.276453727461418,1.9,-0.8799999999999999,True,1M,3,2021-09-30
260,2.47,1.44,3.4,2.726527448705391,1.32,-1.15,False,1M,3,2021-10-31
261,2.7,0.64,4.56,1.64968822628999,-0.95,-3.65,False,1M,3,2021-11-30
262,2.31,0.26,3.98,1.3432117143773343,1.93,-0.3800000000000001,True,1M,3,2021-12-31
263,2.2,-0.12,4.26,1.122230289916112,1.91,-0.2900000000000002,True,1M,3,2022-01-31
264,2.35,-0.37,4.79,0.8732995344328459,4.26,1.91,True,1M,3,2022-02-28
265,4.76,1.69,8.34,1.9889807455301545,5.84,1.08,True,1M,3,2022-03-31
266,4.69,2.01,7.41,1.9099058009217216,4.05,-0.6400000000000006,True,1M,3,2022-04-30
267,3.92,-0.32,7.79,1.2247934221892995,0.92,-3.0,True,1M,3,2022-05-31
268,3.58,-0.58,7.55,1.114766630248338,-0.03,-3.61,True,1M,3,2022-06-30
269,2.77,-1.09,6.97,0.8421896899901393,-1.86,-4.63,False,1M,3,2022-07-31
270,2.16,-1.04,5.11,0.7359462484530074,-0.11,-2.27,True,1M,3,2022-08-31
271,3.47,0.48,5.99,1.3208522362926138,2.9,-0.5700000000000003,True,1M,3,2022-09-30
272,1.92,-0.57,3.58,0.9330683298208804,1.27,-0.6499999999999999,True,1M,3,2022-10-31
273,2.17,0.67,3.83,1.3980192272555267,1.25,-0.92,True,1M,3,2022-11-30
274,1.34,0.17,2.76,0.8284619213470553,0.74,-0.6000000000000001,True,1M,3,2022-12-31
275,2.94,0.8,5.1,1.5683815281019915,5.85,2.91,False,1M,3,2023-01-31
276,3.24,1.76,4.82,2.057166702390333,2.01,-1.2300000000000004,True,1M,3,2023-02-28
277,1.72,-0.89,3.94,0.7318809705200116,1.58,-0.1399999999999999,True,1M,3,2023-03-31
278,2.19,-2.28,7.8,0.4802520379180081,0.14,-2.05,True,1M,3,2023-04-30
280,2.51,-0.64,6.4,0.8769603193348536,3.45,0.9400000000000004,True,1M,3,2023-06-30
281,2.86,-2.09,8.37,0.7159452510395085,2.41,-0.4499999999999997,True,1M,3,2023-07-31
282,1.65,-0.73,4.86,0.6167215773165597,0.4,-1.25,True,1M,3,2023-08-31
283,2.47,-0.4,5.52,1.010145086235207,4.16,1.69,True,1M,3,2023-09-30
284,2.67,-2.4,7.81,0.5954188037219335,-3.7,-6.37,False,1M,3,2023-10-31
287,2.02,-0.65,4.12,0.9724196988084464,1.93,-0.09,True,1M,3,2024-01-31
288,2.93,1.8,4.17,3.0127292461407,3.0,0.0699999999999998,True,1M,3,2024-02-29
289,1.3,0.68,1.87,2.036049195037972,1.43,0.1299999999999999,True,1M,3,2024-03-31
290,2.38,1.42,3.37,2.5107504115269004,1.36,-1.0199999999999998,False,1M,3,2024-04-30
291,2.73,1.25,3.95,2.4781292620373465,0.7,-2.03,False,1M,3,2024-05-31
292,1.79,0.85,2.8,1.5987172626659931,1.88,0.0899999999999998,True,1M,3,2024-06-30
293,1.52,-0.03,2.9,0.9764894025765264,1.98,0.4599999999999999,True,1M,3,2024-07-31
294,0.85,-1.17,2.86,0.2561396524201694,0.71,-0.14,True,1M,3,2024-08-31
295,1.9,-1.51,4.59,0.7490755668181575,0.55,-1.35,True,1M,3,2024-09-30
296,2.35,1.11,3.43,2.113849088699624,-0.15,-2.5,False,1M,3,2024-10-31
