,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2019-11-30,13.18,-0.04,27.91,1.036483622441922,22.73,9.55,True
2020-07-31,14.79,-0.06,30.76,1.1661212764416111,14.79,0.0,True
2021-03-31,11.3,5.79,18.49,1.7411624045056788,17.01,5.710000000000001,True
2021-11-30,12.35,7.6,18.49,2.535865533911275,11.12,-1.2300000000000004,True
2022-07-31,14.17,8.12,20.18,2.4429109395261466,8.03,-6.140000000000001,False
2023-03-31,10.35,4.8,15.87,1.7901536553931445,10.14,-0.20999999999999908,True
2023-11-30,11.33,4.91,16.85,2.0238709612211307,4.38,-6.95,False
