,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2016-02-14,2.63,1.1,4.04,2.3173850897140067,1.15,-1.48,True
2016-02-28,5.03,3.21,6.83,3.8559496994695253,3.21,-1.8200000000000003,True
2016-03-13,2.17,0.64,3.26,2.145309862928402,0.67,-1.5,True
2016-03-27,1.61,0.24,3.07,1.258281321405714,-1.02,-2.63,False
2016-04-10,,,,,,,False
2016-04-24,0.79,-0.79,2.1,0.49689672760583053,2.1,1.31,True
2016-05-08,2.05,1.25,2.92,3.213409672526982,1.78,-0.2699999999999998,True
2016-05-22,1.22,0.02,2.45,1.0990559388853858,-0.81,-2.0300000000000002,False
2016-06-05,1.15,-0.38,2.19,1.0880032333383214,1.21,0.06000000000000005,True
2016-06-19,1.32,0.65,2.08,1.748792973101209,0.99,-0.33000000000000007,True
2016-07-03,2.02,-0.37,4.76,1.0785000057148264,4.76,2.7399999999999998,True
2016-07-17,2.95,0.65,4.97,1.7951880875378041,0.88,-2.0700000000000003,True
2016-07-31,2.0,0.89,4.4,1.5698081195979563,1.11,-0.8899999999999999,True
2016-08-14,1.04,-1.55,5.01,0.4610122996245246,0.64,-0.4,True
2016-08-28,0.35,-2.03,2.15,0.08872538702357989,-0.26,-0.61,True
2016-09-11,1.74,0.23,3.18,1.5366801114684592,0.76,-0.98,True
2016-09-25,0.68,-2.05,4.5,0.19760234456869705,-0.01,-0.6900000000000001,True
2016-10-09,,,,,,,False
2016-10-23,1.07,0.04,2.18,0.9654691040350568,1.59,0.52,True
2016-11-06,2.32,-0.21,4.93,1.2930632694054738,-0.21,-2.53,True
2016-11-20,2.52,0.8,4.6,1.5898030135234948,4.48,1.9600000000000004,True
2016-12-04,5.62,2.02,8.52,2.0302084863445855,2.45,-3.17,True
2016-12-18,3.17,2.2,4.14,3.9240144570024023,3.09,-0.08000000000000007,True
2017-01-01,,,,,,,False
2017-01-15,1.15,-1.66,5.42,0.4350586012003776,-0.96,-2.11,True
2017-01-29,1.56,-0.32,3.27,1.028722240509723,0.44,-1.12,True
2017-02-12,,,,,,,False
2017-02-26,1.39,-0.59,2.69,0.9875989659662926,0.55,-0.8399999999999999,True
2017-03-12,1.72,1.15,2.64,2.606864222222781,1.19,-0.53,True
2017-03-26,1.04,0.2,1.81,1.1463557570946605,0.68,-0.36,True
2017-04-09,0.88,-1.58,3.45,0.38461167469603785,-0.28,-1.1600000000000001,True
2017-04-23,0.98,-0.84,2.77,0.6144468053377214,2.77,1.79,True
2017-05-07,1.26,0.37,2.2,1.77862541118084,1.1,-0.15999999999999992,True
2017-05-21,1.28,-0.67,2.58,1.2207389538682232,-0.78,-2.06,False
2017-06-04,0.41,-1.7,2.19,0.14826034784935802,0.31,-0.09999999999999998,True
2017-06-18,1.03,-2.46,4.09,0.34249092829026007,2.0,0.97,True
2017-07-02,1.86,1.23,2.74,2.7504960462266843,2.0,0.1399999999999999,True
2017-07-16,0.88,0.13,1.61,0.9081908503300109,0.3,-0.5800000000000001,True
2017-07-30,0.46,-0.33,1.31,0.322075457323505,0.56,0.10000000000000003,True
2017-08-13,0.67,-0.35,1.41,0.7369898714749114,0.83,0.15999999999999992,True
2017-08-27,1.92,-1.74,6.71,0.6603181023760286,0.92,-0.9999999999999999,True
2017-09-10,0.97,0.02,2.0,0.97596110365944,1.63,0.6599999999999999,True
2017-09-24,1.74,-0.03,3.97,1.0869396586477997,1.2,-0.54,True
2017-10-08,2.55,1.9,2.91,7.0603484056919354,2.4,-0.1499999999999999,True
2017-10-22,1.51,-0.18,2.93,1.4832462706850602,-0.03,-1.54,True
2017-11-05,0.89,-0.15,1.9,0.9218234772380433,2.02,1.13,False
2017-11-19,1.84,-2.3,5.26,0.6495761836515505,-2.3,-4.14,True
2017-12-03,,,,,,,False
2017-12-17,0.9,-1.35,2.88,0.43832192064308206,1.86,0.9600000000000001,True
2017-12-31,1.29,0.02,3.36,1.0868651221504566,0.79,-0.5,True
2018-01-14,0.97,-0.12,1.61,1.2326328907486441,1.36,0.3900000000000001,True
2018-01-28,2.24,-0.38,4.17,1.5673958538415256,2.81,0.5699999999999998,True
2018-02-11,0.41,-0.62,1.07,0.17258586017532193,-0.35,-0.76,True
2018-02-25,,,,,,,False
2018-03-11,0.91,-0.53,2.03,0.47718129948791327,-0.6,-1.51,False
2018-03-25,1.22,0.56,2.13,1.8645528186296136,0.93,-0.2899999999999999,True
2018-04-08,0.86,-0.72,2.2,0.7596226352065187,-0.72,-1.58,True
2018-04-22,1.56,-0.42,3.2,1.0389395878050087,1.76,0.19999999999999996,True
2018-05-06,4.06,3.05,5.72,4.811521780695192,3.97,-0.08999999999999941,True
2018-05-20,2.95,2.32,3.95,5.448180420969272,3.17,0.21999999999999975,True
2018-06-03,2.73,1.82,3.64,4.498836604425875,1.68,-1.05,False
2018-06-17,1.4,0.23,2.39,1.8811262124833772,1.24,-0.15999999999999992,True
2018-07-01,1.74,-0.36,4.37,0.9592559075925068,-0.36,-2.1,True
2018-07-15,0.99,0.15,1.76,1.459730258498414,0.37,-0.62,True
2018-07-29,0.93,-0.13,1.92,1.0038921978891515,1.56,0.63,True
2018-08-12,0.87,-0.39,1.68,1.044697877969512,1.21,0.33999999999999997,True
2018-08-26,1.5,-0.47,3.64,0.8578003184317374,-1.62,-3.12,False
2018-09-09,1.04,-1.7,4.1,0.4663468991759823,0.72,-0.32000000000000006,True
2018-09-23,,,,,,,False
2018-10-07,1.23,-2.49,3.39,0.5041159354326962,1.64,0.4099999999999999,True
2018-10-21,4.16,2.12,8.06,1.6922575855653053,0.87,-3.29,False
2018-11-04,1.47,0.66,2.54,1.4704808385380768,0.66,-0.8099999999999999,True
2018-11-18,2.04,-1.54,4.21,1.0834793117610186,1.22,-0.8200000000000001,True
2018-12-02,1.73,0.67,2.88,2.0028862275871413,2.22,0.4900000000000002,True
2018-12-16,0.75,0.29,1.17,0.9112162180959132,0.29,-0.46,True
2018-12-30,0.8,-0.73,2.05,0.3208675527997497,-0.57,-1.37,True
2019-01-13,1.19,-0.12,2.98,0.7917207761385252,0.38,-0.8099999999999999,True
2019-01-27,1.09,-0.03,1.65,1.5411670837031264,0.9,-0.19000000000000006,True
2019-02-10,1.55,1.23,1.91,5.129135981945171,1.3,-0.25,True
2019-02-24,1.43,1.17,1.78,4.909524904978927,1.37,-0.05999999999999983,True
2019-03-10,1.72,0.45,2.79,1.6498505944048998,-1.38,-3.0999999999999996,False
2019-03-24,1.48,0.06,2.67,1.4147157405933957,1.09,-0.3899999999999999,True
2019-04-07,2.28,1.09,3.41,2.4061230530687396,1.88,-0.3999999999999999,True
2019-04-21,1.54,0.5,2.74,1.752184249575813,0.5,-1.04,True
2019-05-05,2.22,0.91,3.53,1.790908229141239,0.91,-1.31,True
2019-05-19,,,,,,,False
2019-06-02,1.01,-0.14,2.27,1.066142946903684,2.27,1.26,True
2019-06-16,1.43,0.64,2.27,1.853999739099852,1.81,0.3800000000000001,True
2019-06-30,1.94,1.3,2.65,3.329158646561444,0.93,-1.0099999999999998,False
2019-07-14,1.53,1.19,1.89,3.9353444231534174,1.33,-0.19999999999999996,True
2019-07-28,1.1,0.32,1.59,1.7394319874947508,1.52,0.41999999999999993,True
2019-08-11,1.45,0.99,1.98,2.6199958374488093,1.8,0.3500000000000001,True
2019-08-25,2.37,1.8,3.17,4.359762749393587,2.07,-0.30000000000000027,True
2019-09-08,1.79,1.12,2.58,3.005902711946068,1.12,-0.6699999999999999,True
2019-09-22,2.08,1.46,2.64,3.9838589753016045,2.85,0.77,False
2019-10-06,1.7,-1.39,2.97,1.172178557929569,-1.7,-3.4,False
2019-10-20,1.21,-1.82,4.55,0.3991068116311916,2.27,1.06,True
2019-11-03,1.28,-4.52,5.53,0.30525460407692306,1.27,-0.010000000000000009,True
2019-11-17,2.63,1.8,3.38,4.121532559752434,2.58,-0.04999999999999982,True
2019-12-01,1.92,1.5,2.44,5.730379441328691,1.6,-0.31999999999999984,True
2019-12-15,1.16,-2.02,3.37,0.5741472100206227,0.82,-0.33999999999999997,True
2019-12-29,2.52,0.75,4.19,1.5041868579311135,2.55,0.029999999999999805,True
2020-01-12,1.14,0.63,1.78,2.1242656121287613,0.9,-0.23999999999999988,True
2020-01-26,1.28,-0.44,2.96,0.8173884076790148,2.89,1.61,True
2020-02-09,1.91,1.44,2.45,4.286737450643333,2.07,0.15999999999999992,True
2020-02-23,2.26,1.46,2.93,4.160317561610808,1.46,-0.7999999999999998,True
2020-03-08,2.4,1.0,3.49,2.3288169673928785,2.64,0.2400000000000002,True
2020-03-22,2.76,1.69,3.88,3.1405418938888925,3.12,0.3600000000000003,True
2020-04-05,3.78,2.0,6.1,2.7194135635789634,3.73,-0.04999999999999982,True
2020-04-19,3.24,2.31,3.98,4.3402629113595985,2.43,-0.81,True
2020-05-03,3.03,2.17,4.04,4.1155272158785365,1.82,-1.2099999999999997,False
