,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2017-06-04,2.57,-2.43,10.07,0.49303100626596613,1.85,-0.7199999999999998,True
2017-07-16,2.16,-4.04,11.38,0.2990390562658966,3.14,0.98,True
2017-08-27,1.75,-1.72,6.12,0.4161721357569405,0.36,-1.3900000000000001,True
2017-10-08,1.26,-1.86,4.78,0.2840327746737288,5.96,4.7,False
2017-11-19,1.06,-1.7,3.86,0.20492842704635084,0.81,-0.25,True
2017-12-31,0.91,-1.85,3.85,0.12622528921364468,-1.57,-2.48,True
2018-02-11,1.27,-1.54,4.65,0.30261574475687325,-4.22,-5.49,False
2018-03-25,1.1,-2.06,4.88,0.20685586388087507,4.51,3.4099999999999997,True
2018-05-06,,,,,,,False
2018-06-17,1.61,-3.25,9.08,0.25019118885885905,6.32,4.71,True
2018-07-29,2.38,-3.51,9.96,0.41160315923737706,-1.02,-3.4,True
2018-09-09,2.28,-3.73,9.96,0.3811984603776788,3.47,1.1900000000000004,True
2018-10-21,1.75,-4.81,9.96,0.23139452921820963,-8.61,-10.36,False
2018-12-02,1.63,-6.27,8.28,0.2282053520620677,1.09,-0.5399999999999998,True
2019-01-13,1.91,-4.61,8.28,0.33078803885705654,-4.97,-6.88,False
2019-02-24,1.6,-6.31,7.47,0.22731095266340415,7.26,5.66,True
2019-04-07,1.87,-6.3,8.41,0.2693534831457144,0.28,-1.59,True
2019-05-19,0.96,-5.38,7.0,0.07757074450925837,1.51,0.55,True
2019-06-30,0.98,-6.3,7.27,0.07399230674027367,-2.47,-3.45,True
2019-08-11,1.51,-0.91,4.2,0.4831582772636045,7.36,5.8500000000000005,False
2019-09-22,2.13,-0.27,5.57,0.7885669972930196,2.13,0.0,True
2019-11-03,2.28,-1.78,5.36,0.7231113622022141,-2.8,-5.08,False
2019-12-15,2.31,-3.03,6.16,0.5437330516074529,3.04,0.73,True
2020-01-26,2.12,-3.84,6.64,0.4418855999061988,6.99,4.87,False
2020-03-08,2.18,-2.95,6.67,0.4646082697483278,-4.3,-6.48,False
2020-04-19,2.13,-2.1,6.28,0.5424071610621305,6.88,4.75,False
2020-05-31,3.17,-3.82,10.01,0.5458692449959975,-2.79,-5.96,True
2020-07-12,4.19,-5.96,15.0,0.47400815747691993,12.94,8.75,True
2020-08-23,4.87,-3.92,14.45,0.6585714172424023,-0.1,-4.97,True
2020-10-04,5.43,-2.77,14.02,0.6991527247103291,9.19,3.76,True
2020-11-15,4.62,-2.38,12.73,0.7635265891981361,-1.38,-6.0,True
2020-12-27,5.32,-3.93,15.35,0.6363316833683955,4.28,-1.04,True
2021-02-07,4.73,1.24,8.45,1.6537475937576682,5.05,0.3199999999999994,True
2021-03-21,4.22,1.37,6.79,1.8721989891515265,3.68,-0.5399999999999996,True
2021-05-02,4.09,1.93,6.36,1.885705123983477,3.54,-0.5499999999999998,True
2021-06-13,3.15,0.44,5.84,1.4444565305483112,2.21,-0.94,True
2021-07-25,3.16,0.93,5.83,1.499216594436911,3.11,-0.050000000000000266,True
2021-09-05,3.48,1.06,5.79,1.920261166634901,-0.4,-3.88,False
2021-10-17,3.19,0.85,5.78,1.6479959570484604,5.01,1.8199999999999998,True
2021-11-28,2.94,0.79,5.35,1.564915300231673,-0.7,-3.6399999999999997,False
2022-01-09,2.3,-0.47,5.41,0.7974526087595998,0.09,-2.21,True
2022-02-20,2.34,-1.59,5.94,0.722533554578728,2.73,0.3900000000000001,True
2022-04-03,3.07,-0.85,7.42,0.8523910495993607,6.89,3.82,True
