,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2017-09-30,2.58,-0.69,6.89,0.703608737822009,4.09,1.5099999999999998,True
2017-11-30,2.54,-0.18,5.86,0.8744076847182942,0.43,-2.11,True
2018-01-31,2.25,-0.45,4.89,0.7431065863434635,5.58,3.33,False
2018-03-31,2.08,-1.46,5.43,0.473792766832797,-6.91,-8.99,False
2018-05-31,1.64,-3.18,5.12,0.2470759462185276,7.03,5.390000000000001,False
2018-07-31,2.42,-3.07,9.04,0.4302022678415583,-0.39,-2.81,True
2018-09-30,3.6,-3.11,13.97,0.5470295778280168,5.72,2.1199999999999997,True
2018-11-30,2.29,-8.0,13.9,0.2083265123619855,-8.0,-10.29,True
2019-01-31,,,,,,,False
2019-03-31,3.28,-3.09,9.5,0.5634727789418644,9.94,6.66,False
2019-05-31,3.02,-3.84,10.17,0.4638783123785042,-0.75,-3.77,True
2019-07-31,2.24,-3.32,9.54,0.33001040301213014,3.16,0.9199999999999999,True
2019-09-30,3.26,-1.67,10.34,0.6510887863186487,7.99,4.73,True
2019-11-30,2.47,-1.09,6.85,0.5958336447191531,-1.78,-4.25,False
2020-01-31,3.52,-1.06,7.53,0.9802820960459383,3.38,-0.14000000000000012,True
2020-03-31,3.53,-1.71,8.47,0.7669939858553954,3.16,-0.36999999999999966,True
2020-05-31,4.19,-1.88,10.38,0.8067788750056462,1.81,-2.3800000000000003,True
2020-07-31,4.68,-0.64,9.21,0.8991604468747527,7.64,2.96,True
2020-09-30,6.24,-2.36,14.73,0.8181736600193646,15.61,9.37,False
2020-11-30,7.12,0.4,15.07,1.0084604481528614,1.6,-5.52,True
2021-01-31,5.81,1.15,11.36,1.179962660764471,4.79,-1.0199999999999996,True
2021-03-31,4.77,1.2,9.32,1.5253469282872334,5.86,1.0900000000000007,True
2021-05-31,5.97,2.92,8.71,2.1915727833984993,2.92,-3.05,True
2021-07-31,4.78,2.12,7.39,1.9200927420746623,5.27,0.4899999999999993,True
2021-09-30,4.39,1.71,7.21,2.1148987958113814,1.98,-2.4099999999999997,True
2021-11-30,4.9,2.04,7.85,2.209198184861031,0.18,-4.720000000000001,False
2022-01-31,4.17,0.13,7.71,1.379778994192935,5.31,1.1399999999999997,True
2022-03-31,3.92,0.09,8.45,1.1751231397466386,6.23,2.3100000000000005,True
2022-05-31,4.96,0.14,11.63,1.164590708146464,2.37,-2.59,True
2022-07-31,4.95,-0.99,14.45,0.8469917811926713,2.56,-2.39,True
2022-09-30,4.16,-0.34,8.88,1.0813200579221245,8.52,4.359999999999999,True
2022-11-30,3.63,-0.66,8.55,0.9241628964299062,2.7,-0.9299999999999997,True
2023-01-31,3.32,-1.55,8.57,0.7271895406445613,0.08,-3.2399999999999998,True
2023-03-31,3.57,-0.74,8.44,0.9012517152685833,1.58,-1.9899999999999998,True
2023-05-31,3.09,-4.01,9.83,0.46421062921077255,-2.45,-5.54,True
2023-07-31,4.16,-3.16,14.75,0.6597738656521079,-0.3,-4.46,True
2023-09-30,3.64,-2.7,11.54,0.6137191974197403,-1.19,-4.83,True
2023-11-30,3.15,-4.07,12.42,0.4161143832954798,-0.12,-3.27,True
2024-01-31,5.21,-2.83,13.45,0.7941033271002821,11.05,5.840000000000001,True
2024-03-31,5.22,-2.83,13.05,0.799032009102363,3.42,-1.7999999999999998,True
2024-05-31,4.52,-2.57,9.21,1.0049079454369594,-0.44,-4.96,True
2024-07-31,3.91,-2.88,8.17,0.8697775488224448,2.06,-1.85,True
2024-09-30,2.49,-4.34,7.41,0.42326312501588176,0.18,-2.31,True
2024-11-30,3.14,0.31,6.09,1.2732717537873315,4.38,1.2399999999999998,True
