,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2016-12-18,4.47,-1.8,9.84,0.975976443121748,15.18,10.71,False
2017-01-29,4.66,-1.9,12.28,0.8882301659542736,-2.69,-7.35,False
2017-03-12,2.97,-0.54,7.43,0.7932889889825042,0.74,-2.2300000000000004,True
2017-04-23,2.89,-0.16,5.97,1.1417093441553237,0.51,-2.38,True
2017-06-04,2.27,-1.0,4.89,0.8412315373110275,4.52,2.2499999999999996,True
2017-07-16,1.8,-2.47,5.24,0.41685826596230013,0.92,-0.88,True
2017-08-27,1.82,-2.5,5.55,0.45834265329606505,0.75,-1.07,True
2017-10-08,1.77,-0.27,3.9,0.8565383966014872,3.9,2.13,True
2017-11-19,1.9,0.04,3.93,0.9832239531123111,-0.42,-2.32,False
2017-12-31,1.54,-1.25,4.71,0.44829303412451127,0.63,-0.91,True
2018-02-11,1.92,-0.24,4.22,0.7681091444520435,-4.12,-6.04,False
2018-03-25,1.33,-1.49,4.7,0.3119657890204591,3.18,1.85,True
2018-05-06,,,,,,,False
2018-06-17,2.87,-2.03,10.64,0.545375087057118,4.29,1.42,True
2018-07-29,3.31,0.81,6.8,1.4193617182613525,1.53,-1.78,True
2018-09-09,4.03,2.0,6.54,2.2772029118437995,3.15,-0.8800000000000003,True
2018-10-21,3.3,-0.33,6.74,1.2115773272303791,-1.13,-4.43,False
2018-12-02,1.47,-2.37,4.46,0.36781264419520193,2.19,0.72,True
2019-01-13,0.79,-3.28,4.45,0.04537623448975833,2.85,2.06,True
2019-02-24,1.62,0.2,2.98,1.0257616595427037,2.87,1.25,True
2019-04-07,1.53,0.47,2.6,1.0876348935734153,1.29,-0.24,True
2019-05-19,4.67,-0.65,8.22,1.5730679809330523,-0.62,-5.29,True
2019-06-30,2.09,0.71,3.34,1.5058191048249059,1.09,-0.9999999999999998,True
2019-08-11,2.36,0.59,4.18,1.4366828003837477,4.96,2.6,False
2019-09-22,3.42,1.42,6.33,1.7703587039142172,3.01,-0.41000000000000014,True
2019-11-03,2.98,0.95,4.99,1.6083848136548526,-0.71,-3.69,False
2019-12-15,3.07,1.08,6.1,1.434329625161008,4.14,1.0699999999999998,True
2020-01-26,3.52,1.33,5.51,2.0814692002000634,2.3,-1.2200000000000002,True
2020-03-08,4.01,-2.26,8.36,1.0404047075044183,-3.24,-7.25,False
2020-04-19,3.46,-0.31,8.09,1.0787206972754246,8.52,5.06,False
2020-05-31,5.65,0.65,10.09,1.4726767324835612,-4.09,-9.74,False
2020-07-12,4.3,-1.33,12.18,0.8075001300263157,6.48,2.1800000000000006,True
2020-08-23,6.0,1.97,10.91,1.867920498683634,2.44,-3.56,True
2020-10-04,4.65,1.95,7.93,2.0746717849290186,1.67,-2.9800000000000004,False
2020-11-15,3.29,1.3,5.22,1.915311678325709,2.56,-0.73,True
2020-12-27,4.0,2.3,5.68,2.8079059634830092,4.47,0.46999999999999975,True
2021-02-07,4.81,3.26,6.26,4.12905486895245,5.03,0.22000000000000064,True
