,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2018-01-31,4.12,1.32,7.16,1.3964545651961404,5.24,1.12,True
2018-04-30,4.08,-1.37,7.81,0.9241718106183536,-4.06,-8.14,False
2018-07-31,3.93,-1.06,8.48,0.8841350334203084,4.04,0.10999999999999988,True
2018-10-31,4.05,-3.35,11.54,0.6041809412833175,-3.29,-7.34,True
2019-01-31,3.03,-10.46,16.35,0.1940746221007633,-1.3,-4.33,True
2019-04-30,3.37,-6.5,14.99,0.27241333464191214,8.01,4.64,True
2019-07-31,4.47,-0.63,9.42,0.963424167571376,4.54,0.07000000000000028,True
2019-10-31,4.77,-0.86,10.27,0.9521144724271962,4.63,-0.13999999999999968,True
2020-01-31,3.57,-0.86,8.88,0.7030555868991892,5.35,1.7799999999999998,True
2020-04-30,6.56,1.55,12.29,1.4070593058112517,10.19,3.63,True
2020-07-31,6.76,1.74,12.3,1.4152006858234565,2.35,-4.41,True
2020-10-31,7.63,2.53,12.38,1.5141222720241514,8.75,1.12,True
2021-01-31,8.39,2.88,14.21,1.464266536603043,7.62,-0.7700000000000005,True
2021-04-30,8.17,1.06,13.41,1.459178720199055,1.13,-7.04,True
2021-07-31,5.59,3.26,8.53,2.385931768047706,6.34,0.75,True
2021-10-31,7.77,5.4,10.16,3.477228737902269,5.4,-2.369999999999999,True
2022-01-31,7.02,4.31,10.61,2.925775016101968,3.55,-3.4699999999999998,False
2022-04-30,7.75,3.38,12.6,2.030115049102157,12.54,4.789999999999999,True
2022-07-31,6.58,-0.11,13.68,1.2514875222862947,0.28,-6.3,True
2022-10-31,5.59,0.81,9.93,1.451355136259384,6.17,0.5800000000000001,True
2023-01-31,5.38,0.54,10.03,1.2992289713573932,2.8,-2.58,True
2023-04-30,4.58,0.27,9.76,1.016475239425168,-0.93,-5.51,False
2023-07-31,3.41,-0.95,8.91,0.6332637234151928,5.09,1.6799999999999997,True
2023-10-31,3.62,-0.87,7.91,0.7809187407105479,-1.43,-5.05,False
2024-01-31,5.52,-1.46,13.73,0.8923279236080057,13.99,8.47,False
2024-04-30,8.36,-0.71,15.77,1.27954062579318,2.35,-6.01,True
2024-07-31,6.34,-1.18,13.17,1.1164504575620209,4.62,-1.7199999999999998,True
2024-10-31,4.91,-0.14,9.77,1.0080115046979812,1.82,-3.09,True
