,ExpectedReturn,ConfIntLow,ConfIntHigh,SharpeRatio,TrueReturn,Error,InConfInt
2019-07-31,8.95,-7.54,26.23,0.6273508318556498,29.15,20.2,False
2020-01-31,9.5,-7.03,25.37,0.7036457000155572,15.86,6.359999999999999,True
2020-07-31,9.85,-4.6,20.95,0.9049775370875107,9.97,0.120000000000001,True
2021-01-31,8.32,1.15,14.78,1.2983754946605428,9.96,1.6400000000000006,True
2021-07-31,10.41,3.93,14.78,2.1213930966301624,3.93,-6.48,True
2022-01-31,10.53,4.68,15.77,2.170409884354965,3.24,-7.289999999999999,False
2022-07-31,9.58,4.1,16.73,1.6252596789440237,11.11,1.5299999999999994,True
2023-01-31,8.57,2.87,13.27,1.6872226726652582,5.85,-2.7200000000000006,True
2023-07-31,8.22,3.79,13.29,1.7771305690026526,4.22,-4.000000000000001,True
2024-01-31,6.09,-0.02,10.55,0.9818380626136973,-0.27,-6.359999999999999,False
2024-07-31,6.25,1.7,10.91,1.1643187880120005,5.72,-0.5300000000000002,True
